상호명,지점명,상권업종대분류명,대분류코드명,상권업종중분류명,중분류코드명,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동명,법정동명,도로명주소,전화번호,영업시간,위도,경도,일층,경사로,입구턱,입구문턱,테이블석,화장실턱,화장실문턱,장애인화장실,엘리베이터,주차장,장애인주차장,테이크아웃
파리크라상,서초래미안점,카페,C,비알코올 ,I212,카페,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 사임당로 157,02-521-5838,매일 07:00 - 23:00,37.49245587,127.0267911,Y,N,N,Y,Y,N,N,N,N,N,N,N
퍼스트커피랩예술의전당점,,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초중앙로 15,0507-1392-2989,"매주 토, 일 휴무 월~금 : 10:00 ~ 17:00",37.48300142,127.0156294,Y,N,N,Y,Y,N,N,N,N,N,N,N
페라,,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 11,02-522-2582,매일 09:30 ~ 23:00,37.47759952,126.9822665,Y,N,N,Y,Y,N,N,N,N,N,N,N
페이브커피,방배본점,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로26길 15,0507-2087-1277,매일 08:00 - 21:00 20:30 라스트오더 ,37.48936791,126.9937667,Y,Y,Y,N,Y,N,N,N,N,N,N,N
폴바셋,강남역 삼성화재점,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로 355,02-588-2570,월~금 : 07:30 ~ 22:00 토~일 : 09:00 ~ 21:00,37.49435572,127.0288133,Y,N,N,Y,Y,N,N,N,N,N,N,N
폴바셋,방배역점,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 103,02-3487-2830,월 - 금 08:00 - 21:00 토 - 일 08:30 - 21:00,37.48326969,126.9961099,Y,N,N,Y,Y,N,N,N,N,N,N,N
해머스미스커피,교대정문점,카페,C,카페,C1,카페,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초중앙로 103,0507-877-3142,매일 07:30 - 22:00 21:45 라스트오더,37.49087094,127.0138638,Y,N,N,Y,Y,N,N,N,N,N,N,N
휘게릿,,카페,C,서양식,I212,경양식,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배로 234,02-3476-0022,"매주 토요일 휴무 월,화,수,목,금,일 : 08:30 ~ 18:00",37.49411954,126.9899033,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,양재역점,카페,C,카페,C1,카페,11,서울,11650,서초구,양재1동,양재동,"서울특별시 서초구 강남대로 202, 1층 (양재동)",,월 - 토 07:00 - 22:00 일 08:00 - 21:00,37.48237868,127.036853,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,논현역점,카페,C,카페,C1,카페,11,서울,11650,서초구,잠원동,잠원동,"서울특별시 서초구 강남대로 557, 1층, 2층 (잠원동)",,월 - 금 07:00 - 20:00 토 08:00 - 19:00 일 09:00 - 17:00,37.51158286,127.0205948,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,이수역점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배4동,방배동,"서울특별시 서초구 동작대로 112, 101호, 102호 (방배동)",,월 - 토 07:30 - 22:00 일 08:00 - 21:00,37.48656036,126.9828057,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,파미에파크R점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배4동,방배동,"서울특별시 서초구 사평대로 205, 4층 BP4-9호 (반포동)",,월 - 금 06:30 - 22:00 토 07:00 - 22:00 일 08:00 - 22:00,37.50401758,127.0066016,Y,N,Y,N,Y,N,N,N,N,N,N,N
스타벅스,내방역점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배4동,방배동,"서울특별시 서초구 방배로 184, 1층, 2층 (방배동)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.49000133,126.9924932,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,강남에비뉴점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초4동,서초동,"서울특별시 서초구 서초대로77길 62, B102~B105호 (서초동)",,07:00 - 21:30,37.50274824,127.0239118,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,신논현역점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포1동,반포동,"서울특별시 서초구 강남대로 483, 1층 (반포동)",,07:00 - 22:00,37.50532234,127.0236401,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서초중앙로점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포4동,반포동,"서울특별시 서초구 서초중앙로 225, 1층, 2층 (반포동)",,07:00 - 22:00,37.50165833,127.0115534,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,교대법원점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초4동,서초동,"서울특별시 서초구 서초중앙로 164, 신한국빌딩 1층 (서초동)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.49640876,127.0133935,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,반포역점,카페,C,카페,C1,카페,11,서울,11650,서초구,잠원동,잠원동,,,07:00 - 22:00,37.50962048,127.0132781,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,남부터미널역5번출구,카페,C,카페,C1,카페,11,서울,11650,서초구,서초3동,서초동,"서울특별시 서초구 효령로 274, 1층 (서초동)",,07:00 - 22:00,37.48437254,127.0142254,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,교대점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초1동,서초동,"서울특별시 서초구 서초중앙로 118, 1층 (서초동)",,07:00 - 21:00,37.49236123,127.014225,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,영동2교점,카페,C,카페,C1,카페,11,서울,11650,서초구,양재1동,양재동,"서울특별시 서초구 논현로 139 (양재동,1층)",,매장 07:00 - 21:30 딜리버스 10:00 - 21:00,37.48202462,127.042598,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,방배점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배4동,방배동,"서울특별시 서초구 방배로 211, 1층 (방배동)",,매장 07:30 - 20:00 딜리버스 10:00 - 19:30,37.49198406,126.9906034,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서래마을입구점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포4동,반포동,"서울특별시 서초구 서래로 48 (반포동,1층)",,매장 07:00 - 22:00 딜리버스 10:00 - 21:30,37.49925494,126.9985064,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,방배역점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배1동,방배동,"서울특별시 서초구 방배로 84 (방배동,유성빌딩 지상1층)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.4820138,126.9976474,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,강남서초초교점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초4동,서초동,"서울특별시 서초구 서초대로77길 27, 서초동유빌딩 1층, 2층 (서초동)",,매장 07:00 - 22:00 딜리버스 10:00 - 21:00,37.50007065,127.0254234,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스타벅스,센트럴F1점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포4동,반포동,"서울특별시 서초구 신반포로 176, 센트럴시티빌딩 118-2호 (반포동)",,07:00 - 22:00,37.5043641,127.0036209,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,방배다이치빌딩점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배1동,방배동,"서울특별시 서초구 방배로 114, 다이치빌딩 101호 (방배동)",,07:00 - 22:00,37.48435043,126.9960927,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서초역이화빌딩점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초3동,서초동,"서울특별시 서초구 반포대로21길 3, 1,2층 (서초동)",,매장 07:00 - 20:00 딜리버스 10:00 - 19:30,37.48829955,127.0090204,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서초법원점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초3동,서초동,"서울특별시 서초구 서초대로 274, 1층 (서초동)",,07:00 - 22:00,37.4927913,127.0118019,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,방배로점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배3동,방배동,"서울특별시 서초구 방배로 52, 감정평가사회관 1층 (방배동)",,07:00 - 20:30,37.47937765,126.9994893,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,방배카페거리점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배본동,방배동,"서울특별시 서초구 방배중앙로 162, 1층, 2층 (방배동)",,매장 07:30 - 21:00 딜리버스 10:00 - 20:30,37.4935455,126.9865761,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서초구청점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초2동,서초동,"서울특별시 서초구 남부순환로 2557, 1층 (서초동)",,07:00 - 22:00,37.48435384,127.0300905,Y,N,Y,N,Y,N,N,N,N,N,N,N
스타벅스,서울고속터미널점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포4동,반포동,"서울특별시 서초구 신반포로 194, 1층 18호 (반포동, 서울고속버스터미널 본관(점포))",07:00 - 22:00,,37.50551857,127.0070625,N,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,이수역사거리점,카페,C,카페,C1,카페,11,서울,11650,서초구,방배4동,방배동,"서울특별시 서초구 서초대로 3-4, 101호, 101-1호, 201호, 209호 (방배동, 방배디오슈페리움Ⅰ)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.48598178,126.9830637,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,강남교보타워R점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초4동,서초동,"서울특별시 서초구 강남대로 465, 1층 (서초동)",,07:00 - 22:00,37.50377584,127.024071,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,강남역우송빌딩점,카페,C,카페,C1,카페,11,서울,11650,서초구,서초4동,서초동,"서울특별시 서초구 서초대로73길 7, 1층 (서초동)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.4981416,127.0253115,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,반포자이점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포1동,반포동,"서울특별시 서초구 잠원로 24, 1층 112호 (반포동)",,매장 07:00 - 21:00 딜리버스 10:00 - 20:30,37.50712677,127.0098411,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,반포원베일리점,카페,C,카페,C1,카페,11,서울,11650,서초구,반포2동,반포동,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 1층 119B,120,121A,121B,121C,122A,122B,122C호 (반포동)",,매장 07:00 - 22:00 딜리버스 10:00 - 21:30,37.5047418,126.9995766,Y,N,N,Y,Y,N,N,N,N,N,N,N
스타벅스,서울웨이브아트센터점,카페,C,카페,C1,카페,11,서울,11650,서초구,잠원동,잠원동,"서울특별시 서초구 잠원로 145-35, 1,2층 (잠원동)",,09:30 - 21:00,37.51829871,127.0072278,Y,N,N,Y,Y,N,N,N,N,N,N,N
KFC,서초우성점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 사임당로 171 (서초동),02-3472-0332,매일 10:30 - 23:00,37.49272089,127.0283369,Y,Y,N,Y,Y,N,N,N,N,N,N,N
롯데리아,방배역점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 96 (방배동),02-588-1405,매일 00:00 - 24:00,37.48300631,126.9969275,Y,Y,N,Y,Y,N,N,N,N,N,N,N
맥도날드,방배점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 81,070-7017-0332,매일 00:00 - 24:00 연중무휴,37.48165623,126.9971039,Y,Y,N,Y,Y,N,N,N,N,N,N,N
맥도날드,서초뱅뱅점,음식점,R,패스트푸드,R7,햄버거,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로 305 (서초동),070-7017-1389,매일 00:00 - 24:00 연중무휴,37.49002757,127.0308241,Y,Y,N,Y,Y,N,N,N,N,N,N,N
방배황소곱창,,음식점,R,고기,R3,"곱창, 막창, 양",11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 42 (방배동),02-586-0019,,37.48028048,126.9826838,Y,N,N,Y,Y,N,N,N,N,N,N,N
보글이생태왕코다리,서초구청점,음식점,R,일식/수산물,R5,"해물, 생선요리",11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로37길 56-18 (서초동),02-521-7707,매일 11:00 - 23:00 연중무휴,37.48544949,127.0305456,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
서리풀족발,,음식점,R,한식,R1,"족발, 보쌈",11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 남부순환로315길 104 (서초동),02-522-3209,매일 11:30 - 22:30 | 매일 15:00부터~17:00 브레이크 타임,37.48308667,127.0075098,Y,N,N,Y,Y,N,N,N,N,N,N,N
송옥,방배점,음식점,R,한식,R1,한식/백반/한정식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로 178 (방배동),02-591-3297,매일 11:00 - 21:00 주문마감 20:30,37.48959107,126.9926934,Y,Y,N,Y,Y,N,N,N,N,N,N,N
스노우폭스,뱅뱅점,음식점,R,일식/수산물,R5,"초밥, 롤",11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로 305 (서초동),02-581-8082,평일 07:30 - 21:00 주말 11:00 - 20:00,37.49015483,127.0307675,Y,Y,N,Y,Y,N,N,N,N,N,N,N
싸다김밥,내방역점,음식점,R,분식,R2,라면김밥분식,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 141 (방배동),02-522-8849,매일 09:00 - 21:00 일요일 휴무,37.48641549,126.9941229,Y,N,Y,N,Y,N,N,N,N,N,N,N
에머이,서래마을점,음식점,R,퓨전요리,R9,동남아음식전문점,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 122 (반포동),02-599-7174,매일 10:30 - 23:00 주문마감 22:30,37.49961183,126.9978816,Y,Y,N,Y,Y,N,N,N,N,N,N,N
이춘복참치앤스시,강남점,음식점,R,일식/수산물,R5,참치전문점,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 강남대로61길 13 (서초동),02-591-4558,"매일 11:00 01:00 | 명절, 일요일 11:00 24:00",37.49887912,127.0255429,Y,Y,N,Y,Y,N,N,N,N,N,N,N
참토우,반포점,음식점,R,한식,R1,소고기구이,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 고무래로 12 (반포동),02-595-8592,,37.50347216,127.0100902,Y,Y,N,Y,Y,N,N,N,N,N,N,N
할랄가이즈,강남점,음식점,R,양식,R6,기타전문서양음식점,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 강남대로69길 8 (서초동),02-595-1800,매일 11:00 - 22:00,37.50183608,127.0246336,Y,N,Y,N,Y,N,N,N,N,N,N,N
60계치킨,서울방배점,음식점,R,닭/오리,R4,치킨,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로13길 28,02-598-6082,매주 월요일 휴무 화~일 : 11:30 ~ 23:30,37.48279982,126.994895,Y,N,N,Y,Y,N,N,N,N,N,N,N
since1982전주식당,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 효령로77길 18,0507-1335-7017,"매주 토,일 휴무 월~금 : 07:00 ~ 21:00",37.49057763,127.029586,Y,N,N,Y,Y,N,N,N,N,N,N,N
가마치통닭청계산입구역점,,음식점,R,닭/오리,R4,치킨,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 203,02-573-8877,매일 13:00 ~ 23:00,37.44731796,127.0562074,Y,N,N,Y,Y,N,N,N,N,N,N,N
가장맛있는족발,강남1호점,음식점,R,고기,R3,족발/보쌈,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로73길 42,02-595-5849,월~토 : 16:00 ~ 24:00 일 : 16:00 ~ 23:00,37.50126713,127.0244831,Y,N,N,Y,Y,N,N,N,N,N,N,N
간장풍경,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 17,02-525-2111,매일 15:00 - 03:00 ,37.49331154,127.0147929,Y,N,N,Y,Y,N,N,N,N,N,N,N
감동곱창,,음식점,R,고기,R3,곱창 전골/구이,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 남부순환로347길 59,0507-1366-0774,매주 일요일 휴무 월~금 : 17:00 ~ 24:00 토 : 17:00 ~ 23:00,37.48695595,127.0307523,Y,N,N,Y,Y,N,N,N,N,N,N,N
감토별관,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로10길 18-20,02-573-5956,매주 일요일 휴무 월~토 : 11:00 ~ 22:00,37.47587296,127.0429137,Y,N,N,Y,Y,N,N,N,N,N,N,N
강고집豚,사당본점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로4안길 6,02-6489-9589,"화 - 금 16:30 - 22:50 21:50 라스트오더 토 14:30 - 21:50 20:50 라스트오더 정기휴무 (매주 월, 일요일)",37.47829493,126.9833552,Y,Y,N,Y,Y,N,N,N,N,N,N,N
강촌닭갈비,서초점,음식점,R,닭/오리,R4,닭갈비,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 효령로 316-1,02-586-8787,매일 11:00 ~ 21:30,37.48540788,127.0189561,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
개미식당숙성통삼겹,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로29길 30,0507-1459-2563,11:30 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더 정기휴무 (매주 일요일),37.49657984,126.9836502,Y,N,N,Y,Y,N,N,N,N,N,N,N
경아식당,논현점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로45길 14,0507-1412-7707,"월 - 금,일 11:00 - 22:00 토 정기휴무",37.51114221,127.0189813,Y,N,N,Y,Y,N,N,N,N,N,N,N
고디바,강남점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 55,02-6284-2110,월~금 : 11:00 ~ 22:00 토~일 : 12:00 ~ 22:00,37.50209587,127.0244493,Y,N,N,Y,Y,N,N,N,N,N,N,N
고료리토키,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로31길 78-4,0507-1358-7872,매주 월요일 휴무 화~일 : 17:00 ~ 24:00,37.48445978,126.9951329,Y,N,N,Y,Y,N,N,N,N,N,N,N
곤트란쉐리에,내방점,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로 178,02-537-1050,매일 07:30 ~ 20:00,37.48957657,126.9928823,Y,Y,N,Y,Y,N,N,N,N,N,N,N
곱창이곶,,음식점,R,한식,R1,곱창 전골/구이,11,서울특별시,11650,서초구,방배3동,방배동,서울특별시 서초구 방배로 58,02-588-4688,16:00 - 22:30 정기휴무 (매주 일요일),37.47996052,126.999026,Y,N,Y,N,Y,N,N,N,N,N,N,N
공준호힘찬낙지,,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로10길 18-24,0507-1346-0168,"매주 토요일 휴무 월,화,수,목,금,일 : 10:00 ~ 22:00",37.47575501,127.0428134,Y,N,N,Y,Y,N,N,N,N,N,N,N
교대오리사냥,,음식점,R,한식,R1,닭/오리고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로46길 106,0507-1307-6202,월 - 토 11:30 - 22:00 15:00 - 16:00 브레이크타임 정기휴무 (매주 일요일),37.48999626,127.0137848,Y,N,Y,N,Y,N,N,N,N,N,N,N
교대플랫다이닝카페,,음식점,R,서양식,I210,경양식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 22-7,0507-1433-1224,"월,화 : 10:30 ~ 14:30 수~일 : 10:30 ~ 21:30",37.49289243,127.0153186,Y,N,N,Y,Y,N,N,N,N,N,N,N
구슬함박,센트럴시티파미에파크점,음식점,R,서양식,I204,파스타/스테이크,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,02-6282-4597,매일 11:00 ~ 21:00,37.50434395,127.0078411,N,N,N,Y,Y,N,N,N,N,N,N,N
그리너,,음식점,R,기타 간이,I210,샐러드,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로27길 13,070-4190-7141,수 09:00 - 21:30 21:00 라스트오더 목 09:00 - 21:30 21:00 라스트오더 금 09:00 - 21:30 21:00 라스트오더 토 10:00 - 20:30 20:00 라스트오더 일 09:00 - 21:30 21:00 라스트오더 월 09:00 - 21:30 21:00 라스트오더 화 09:00 - 21:30 21:00 라스트오더,37.48972856,127.0076485,Y,N,N,Y,Y,N,N,N,N,N,N,N
극장,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로18길 25,02-6032-5205,월 - 금 11:30 - 22:00 14:00 - 18:00 브레이크타임 토 17:00 - 21:00 일 정기휴무,37.47205834,127.0403055,Y,N,Y,N,Y,N,N,N,N,N,N,N
금옥당,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로7길 13,0507-1355-6332,음료주문10:00 - 19:00 18:30 라스트오더 양갱 구매10:00 - 19:00 18:50 라스트오더,37.48220856,127.0113205,Y,N,N,Y,Y,N,N,N,N,N,N,N
김가네,반포1호,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 서초중앙로33길 1,02-592-5038,매일 07:00 ~ 21:00,37.50127675,127.0115442,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
김가네,남부터미널점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로 58,02-585-3386,월~금 : 07:00 ~ 21:20 토 : 07:00 ~ 20:20 일 : 08:00 ~ 14:00,37.48713682,127.0155751,Y,N,N,Y,Y,N,N,N,N,N,N,N
김밥왕,,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 29,0507-1494-1256,매일 00:00 - 24:00 ,37.50032009,127.0254563,Y,N,N,Y,Y,N,N,N,N,N,N,N
김밥천국,논현역,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 강남대로 525,0507-1320-6894,,37.50894077,127.0218944,Y,N,N,Y,Y,N,N,N,N,N,N,N
김밥천국,고속터미널점,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-533-5848,매일 07:00 - 22:30 ,37.5063635,127.0067975,Y,N,N,Y,Y,N,N,N,N,N,N,N
김씨떡방,,음식점,R,기타 간이,I210,떡/한과,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 효령로74길 4,0507-1382-3890,월 - 금 07:00 - 20:00 19:50 라스트오더 토 07:00 - 18:00 17:50 라스트오더 일 정기휴무 (매주 일요일),37.48774997,127.0265016,Y,Y,N,Y,Y,N,N,N,N,N,N,N
김영모과자점,서초성당점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초대로64길 41-4,02-3473-5484,매일 08:00 - 22:30,37.49378068,127.0213684,Y,N,N,Y,Y,N,N,N,N,N,N,N
김영희강남동태찜,이수점,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,0507-1304-0890,매일 11:00 ~ 22:00,37.48602351,126.9831822,N,N,N,Y,Y,N,N,N,N,N,N,N
김정환코다리,,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 195,0507-1346-9305,매주 일요일 휴무 월~금 : 11:00 ~ 22:00 토 : 11:30 ~ 21:30,37.44791685,127.0557131,Y,Y,N,Y,Y,N,N,N,N,N,N,N
까사두그릴,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로46길 19-7,02-2088-1420,월 - 금 11:10 - 21:00 14:30 - 16:30 브레이크타임 20:00 라스트오더 토 - 일 정기휴무,37.49168037,127.0104494,Y,N,N,Y,Y,N,N,N,N,N,N,N
껄떡돼지,양재역점,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로37길 51,070-8958-5201,매주 일요일 휴무 월~금 : 11:00 ~ 22:00 토 : 17:00 ~ 22:00,37.48458586,127.0307151,Y,N,N,Y,Y,N,N,N,N,Y,N,N
껍닥집,,음식점,R,고기,R3,돼지고기 구이,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로48길 23,0507-1365-8592,매주 일요일 휴무 월~금 : 11:00 ~ 24:00 토 : 17:00 ~ 24:00,37.49180781,127.0116803,Y,N,N,Y,Y,N,N,N,N,N,N,N
나폴레옹과자점,뉴코아아울렛 강남점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 51,02-530-5502,매일 08:30 - 22:00,37.50928001,127.0074126,Y,Y,Y,N,Y,N,N,N,N,N,N,N
남궁야오리,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로4안길 10,02-581-9252,매일 12:00 - 22:00 일 정기휴무 (매주 일요일),37.4784571,126.983353,Y,N,Y,N,Y,N,N,N,N,N,N,N
남도미락,,음식점,R,일식/수산물,R5,생선구이,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 142,02-595-6060,매일 11:00 ~ 22:00,37.50036851,127.0010495,Y,N,N,Y,Y,N,N,N,N,N,N,N
남도일번지전주콩나물국밥감자탕,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-535-2372,,37.50636653,127.0068118,Y,N,N,Y,Y,N,N,N,N,N,N,N
남도진미,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로46길 25,02-525-7775,매일 10:00 ~ 22:00,37.4914005,127.0103852,Y,N,N,Y,Y,N,N,N,N,Y,N,N
남도찌개,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 71-17,02-584-9940,"매주 토,일 휴무 월~금 : 11:10 ~ 22:00",37.49217538,127.0125349,Y,N,N,Y,Y,N,N,N,N,N,N,N
